Id,Label,degree,weighted degree,modularity_class,主体类型,领域方向,功能定位
益阳市图书馆,益阳市图书馆,140,140,6,其他,文旅国资,
常营之窗,常营之窗,140,140,6,其他,其他,
山东武警,山东武警,140,140,6,其他,地方政务,
缤纷镇罗,缤纷镇罗,140,140,6,其他,其他,
广电机关服务,广电机关服务,140,140,6,政府机构,社会民生,政务服务
党旗艳红旗红,党旗艳红旗红,140,140,6,其他,其他,
叠彩微党建,叠彩微党建,140,140,6,其他,党建理论,
黑龙江省教育厅,黑龙江省教育厅,140,140,6,其他,基础教育,教育
NMTV文化,NMTV文化,140,140,6,其他,传统文化,文化传播
文明剑川,文明剑川,140,140,6,其他,文旅国资,
海西民族语文蒙汉版,海西民族语文蒙汉版,140,140,6,其他,基础教育,
静宁界石铺纪念馆,静宁界石铺纪念馆,140,140,6,其他,文旅国资,
宣城文旅生活频道,宣城文旅生活频道,140,140,6,自媒体/个人,文旅国资,
陕西农村广播,陕西农村广播,140,140,6,其他,社会民生,
大唐龙江学习园地,大唐龙江学习园地,140,140,6,其他,其他,
天津交校,天津交校,140,140,6,其他,地方政务,
多彩敖力布皋,多彩敖力布皋,140,140,6,其他,其他,
文明杞乡,文明杞乡,140,140,6,其他,文旅国资,
晋中职业技术学院团委,晋中职业技术学院团委,140,140,6,政府机构,学术研究,
北京警察学院,北京警察学院,140,140,6,高校/学术机构,学术研究,
乳山市松山路幼儿园,乳山市松山路幼儿园,140,140,6,其他,基础教育,教育
玛域昂青莫坝,玛域昂青莫坝,140,140,6,其他,其他,
内蒙古交通职业技术学院,内蒙古交通职业技术学院,140,140,6,高校/学术机构,学术研究,
小哥哥情感,小哥哥情感,140,140,6,其他,其他,
文旅河口,文旅河口,140,140,6,其他,文旅国资,
天津交通职业学院思与行,天津交通职业学院思与行,140,140,6,高校/学术机构,学术研究,
泉州市贸促会,泉州市贸促会,140,140,6,其他,地方政务,
山大组工在线,山大组工在线,140,140,6,其他,其他,
南职建筑与艺术设计学院,南职建筑与艺术设计学院,140,140,6,高校/学术机构,学术研究,
黔晟国资,黔晟国资,140,140,6,其他,文旅国资,
成都市锦江区图书馆,成都市锦江区图书馆,140,140,6,其他,文旅国资,
自然资源部桑榆园地,自然资源部桑榆园地,140,140,6,其他,其他,资源整合
今豫网言,今豫网言,140,140,6,媒体平台,其他,
陕理工数学与计算机科学学院,陕理工数学与计算机科学学院,140,140,6,高校/学术机构,学术研究,
成都大熊猫国家公园,成都大熊猫国家公园,140,140,6,其他,地方政务,
陶大设院青年,陶大设院青年,140,140,6,其他,党建理论,
大同调查微讯,大同调查微讯,140,140,6,其他,地方政务,
赣办工作,赣办工作,140,140,6,政府机构,其他,政务服务
中卫政法,中卫政法,140,140,6,政府机构,地方政务,
作文百科,作文百科,140,140,6,其他,基础教育,
河东政务,河东政务,140,140,6,政府机构,其他,政务服务
西北大学学生会,西北大学学生会,140,140,6,高校/学术机构,学术研究,
常州宣传,常州宣传,140,140,6,其他,党建理论,
泰州新高图书馆,泰州新高图书馆,140,140,6,其他,文旅国资,
文登区妇联,文登区妇联,140,140,6,政府机构,其他,政务服务
安徽医专药学院,安徽医专药学院,140,140,6,高校/学术机构,学术研究,
卢医教育,卢医教育,140,140,6,其他,基础教育,教育
伊通县市场监督管理局,伊通县市场监督管理局,140,140,6,政府机构,其他,政务服务
卓善,卓善,142,142,6,其他,其他,
投资溧阳,投资溧阳,140,140,6,其他,其他,
莆田市荔城区拱辰长丰小学,莆田市荔城区拱辰长丰小学,140,140,6,其他,基础教育,教育
先锋遴选,先锋遴选,140,140,6,其他,党建理论,
遴选真题库,遴选真题库,140,140,6,其他,其他,
滨州市民企之家,滨州市民企之家,140,140,6,自媒体/个人,地方政务,
昌平区关工委,昌平区关工委,140,140,6,政府机构,其他,
亳州市人民医院,亳州市人民医院,140,140,1,其他,地方政务,
云浮市人民医院,云浮市人民医院,140,140,1,其他,地方政务,
百司微报,百司微报,140,140,1,媒体平台,社会民生,
青冈发布,青冈发布,140,140,1,政府机构,其他,
葛洲蓉信,葛洲蓉信,140,140,1,其他,其他,
云岩人大,云岩人大,140,140,1,政府机构,其他,
中合盛资本,中合盛资本,140,140,1,其他,其他,
中关村新兴科技服务业产业联盟,中关村新兴科技服务业产业联盟,140,140,1,其他,社会民生,政务服务
德兴组工微讯,德兴组工微讯,140,140,1,其他,其他,
绥化宣传,绥化宣传,140,140,1,其他,党建理论,
青城马院,青城马院,140,140,1,其他,其他,
江西发布,江西发布,140,140,1,政府机构,地方政务,
牧野党建,牧野党建,140,140,1,其他,党建理论,
新疆警察学院,新疆警察学院,140,140,1,高校/学术机构,学术研究,
锡林郭勒检察,锡林郭勒检察,140,140,1,其他,其他,
开封中院,开封中院,140,140,1,其他,地方政务,
右中微讯,右中微讯,140,140,1,其他,其他,
鹭南书吧,鹭南书吧,140,140,1,其他,其他,
石家庄新华发布,石家庄新华发布,140,140,1,政府机构,地方政务,
武穴港城先锋,武穴港城先锋,140,140,1,其他,党建理论,
永嘉组工,永嘉组工,140,140,1,其他,其他,
海螺集团,海螺集团,140,140,1,其他,其他,
新长征号,新长征号,140,140,1,其他,其他,
东华开典,东华开典,140,140,1,其他,其他,
泰顺组工,泰顺组工,140,140,1,其他,其他,
濮阳建设,濮阳建设,140,140,1,其他,地方政务,
西乡党建,西乡党建,140,140,1,其他,党建理论,
铜梁市场监管,铜梁市场监管,140,140,1,其他,其他,
红船领航,红船领航,140,140,1,其他,其他,
龙港组工,龙港组工,140,140,1,其他,其他,
兵法天平,兵法天平,140,140,1,其他,其他,
吉林省高等级公路建设局,吉林省高等级公路建设局,140,140,1,政府机构,地方政务,政务服务
中核华兴,中核华兴,140,140,1,其他,其他,
达日发布,达日发布,140,140,1,政府机构,其他,
商丘市第一人民医院,商丘市第一人民医院,140,140,1,其他,地方政务,
霞山发布,霞山发布,140,140,1,政府机构,其他,
武陟政法,武陟政法,140,140,1,政府机构,其他,
毕节司法,毕节司法,140,140,1,其他,地方政务,
央视军事报道,央视军事报道,140,140,1,媒体平台,社会民生,
广西物资集团,广西物资集团,140,140,1,其他,地方政务,
华兴铝业,华兴铝业,140,140,1,其他,其他,
星海音乐学院,星海音乐学院,140,140,1,高校/学术机构,学术研究,
平阳组工,平阳组工,140,140,1,其他,其他,
二机宣传,二机宣传,140,140,1,其他,党建理论,
塔城市组工,塔城市组工,140,140,1,其他,其他,
西藏工商联,西藏工商联,140,140,1,其他,地方政务,
贵阳供销e社,贵阳供销e社,140,140,1,自媒体/个人,地方政务,
中部号角,中部号角,140,140,1,其他,其他,
河南省总工会,河南省总工会,140,140,1,其他,地方政务,
上海齐鲁,上海齐鲁,140,140,1,其他,地方政务,
班玛县多贡麻乡人民政府,班玛县多贡麻乡人民政府,140,140,1,政府机构,其他,
重庆悦来投资集团,重庆悦来投资集团,140,140,1,其他,地方政务,
青海青年发展计划,青海青年发展计划,140,140,1,其他,党建理论,
河南地矿一院,河南地矿一院,140,140,1,其他,地方政务,
投资山西,投资山西,140,140,1,其他,地方政务,
塞外药乡牛家营子,塞外药乡牛家营子,140,140,1,其他,其他,
中共泸定县委组织部,中共泸定县委组织部,140,140,1,政府机构,党建理论,
万宁普法,万宁普法,140,140,1,其他,地方政务,
一固视角,一固视角,140,140,1,自媒体/个人,其他,
网信赵州,网信赵州,140,140,1,媒体平台,其他,
魅力沃野,魅力沃野,140,140,1,其他,其他,
电子出版人PHEI,电子出版人PHEI,140,140,1,其他,其他,
平川应急,平川应急,140,140,1,其他,其他,
肢难而上,肢难而上,140,140,1,其他,其他,
广州市第十二人民医院订阅号,广州市第十二人民医院订阅号,140,140,1,其他,地方政务,
兴宁普法,兴宁普法,140,140,1,其他,其他,
宜春机关党建,宜春机关党建,140,140,1,政府机构,党建理论,
兴苇科技零距离,兴苇科技零距离,140,140,1,其他,其他,
风清雁园,风清雁园,140,140,1,其他,其他,
众兴人,众兴人,140,140,1,其他,其他,
云南省保山监狱,云南省保山监狱,140,140,1,其他,地方政务,
龙煤组工,龙煤组工,140,140,1,其他,其他,
陕西政法,陕西政法,140,140,1,政府机构,地方政务,
荣成先锋,荣成先锋,140,140,1,其他,党建理论,
泰州政法,泰州政法,140,140,1,政府机构,地方政务,
文明阳泉,文明阳泉,140,140,1,其他,文旅国资,
云投西驿酒店,云投西驿酒店,140,140,1,其他,其他,
瓯江红永嘉县党群服务中心,瓯江红永嘉县党群服务中心,140,140,1,政府机构,社会民生,政务服务
瓯江红党建人才综合体,瓯江红党建人才综合体,140,140,1,其他,党建理论,
郑州城建集团投资有限公司,郑州城建集团投资有限公司,140,140,1,其他,地方政务,
上饶市信州区秦峰中学,上饶市信州区秦峰中学,140,140,1,其他,基础教育,教育
同心咸安,同心咸安,140,140,1,其他,其他,
上海发展改革,上海发展改革,140,140,8,其他,地方政务,
江苏税务,江苏税务,140,140,8,政府机构,社会民生,
广东税务,广东税务,140,140,8,政府机构,社会民生,
中国投洽会,中国投洽会,140,140,8,其他,其他,
北京家居行业协会,北京家居行业协会,140,140,8,其他,地方政务,
中国税务报,中国税务报,140,140,8,政府机构,社会民生,
上海市外商投资协会,上海市外商投资协会,140,140,8,其他,地方政务,
龙马询策,龙马询策,140,140,8,其他,其他,
吉林税务,吉林税务,140,140,8,政府机构,社会民生,
长沙商务,长沙商务,140,140,8,其他,地方政务,
你好津开区,你好津开区,140,140,8,其他,其他,
商务部门户网站,商务部门户网站,140,140,8,媒体平台,其他,
中国侨联普法办,中国侨联普法办,140,140,8,政府机构,其他,政务服务
浙江商务,浙江商务,140,140,8,其他,地方政务,
知识产权进行时,知识产权进行时,140,140,8,其他,其他,
鄂尔多斯空港政务信息,鄂尔多斯空港政务信息,140,140,8,政府机构,地方政务,政务服务
新疆商务,新疆商务,140,140,8,其他,地方政务,
国家外汇管理局,国家外汇管理局,140,140,8,政府机构,其他,政务服务
物流策划,物流策划,140,140,8,其他,其他,
福州税务,福州税务,140,140,8,政府机构,社会民生,
贵州税务,贵州税务,140,140,8,政府机构,社会民生,
广西北部湾之声,广西北部湾之声,140,140,8,其他,地方政务,
福建税务,福建税务,140,140,8,政府机构,社会民生,
资金申报网,资金申报网,140,140,8,媒体平台,社会民生,
深圳金融,深圳金融,140,140,8,其他,地方政务,
中国国际投资促进会,中国国际投资促进会,140,140,8,其他,其他,
澜沧招商,澜沧招商,140,140,8,其他,其他,
灵秀麻虎,灵秀麻虎,140,140,8,其他,其他,
学会观察,学会观察,140,140,8,其他,其他,
天津税务,天津税务,140,140,8,政府机构,社会民生,
江西商务,江西商务,140,140,8,其他,地方政务,
济源中级人民法院,济源中级人民法院,140,140,8,政府机构,地方政务,
呼和浩特市商务,呼和浩特市商务,140,140,8,其他,地方政务,
浙商中心,浙商中心,140,140,8,其他,其他,
云南税务,云南税务,140,140,8,政府机构,社会民生,
厦门税务,厦门税务,140,140,8,政府机构,社会民生,
枫雪湖畔,枫雪湖畔,140,140,8,其他,其他,
江门商务,江门商务,140,140,8,其他,地方政务,
福州自贸区,福州自贸区,140,140,8,其他,地方政务,
优维金融空间,优维金融空间,140,140,8,其他,其他,
甘肃外事港澳,甘肃外事港澳,140,140,8,其他,地方政务,
正基律师事务所,正基律师事务所,140,140,8,其他,其他,
中富博睿,中富博睿,140,140,8,其他,其他,
国家金融监督管理总局,国家金融监督管理总局,140,140,8,政府机构,其他,政务服务
山东商务通,山东商务通,140,140,8,其他,地方政务,
中国驻加拿大使馆,中国驻加拿大使馆,140,140,8,其他,其他,
云南省人民政府,云南省人民政府,140,140,8,政府机构,地方政务,
陕西商务,陕西商务,140,140,8,其他,地方政务,
四川公安出入境,四川公安出入境,140,140,8,其他,地方政务,
农业对外合作之窗,农业对外合作之窗,140,140,8,其他,其他,
青海省商务厅,青海省商务厅,140,140,8,其他,地方政务,
云南省商务厅,云南省商务厅,140,140,8,其他,地方政务,
财税学以致用,财税学以致用,140,140,8,其他,其他,
河南商务,河南商务,140,140,8,其他,地方政务,
晋江市商务局,晋江市商务局,140,140,8,政府机构,其他,政务服务
浙江外事港澳,浙江外事港澳,140,140,8,其他,地方政务,
福建商务,福建商务,140,140,8,其他,地方政务,
武汉创联,武汉创联,140,140,8,其他,地方政务,
东莞商务局,东莞商务局,140,140,8,政府机构,地方政务,政务服务
韶关市工商联,韶关市工商联,140,140,8,其他,地方政务,
太仓发改,太仓发改,140,140,8,其他,其他,
上海市商业联合会,上海市商业联合会,140,140,8,其他,地方政务,
中国国际进口博览会,中国国际进口博览会,140,140,8,其他,其他,
焦作市商务局,焦作市商务局,140,140,8,政府机构,地方政务,政务服务
投资南京,投资南京,140,140,8,其他,地方政务,
鄂温克族自治旗工业和信息化局,鄂温克族自治旗工业和信息化局,140,140,8,政府机构,其他,政务服务
海南商务,海南商务,140,140,8,其他,地方政务,
海南12345热线,海南12345热线,140,140,8,其他,地方政务,
四子王旗工业和信息化局,四子王旗工业和信息化局,140,140,8,政府机构,其他,政务服务
白水商务,白水商务,140,140,8,其他,其他,
七贤荟,七贤荟,140,140,8,其他,其他,
外国人来华,外国人来华,140,140,8,其他,其他,
绿色低碳技术中心,绿色低碳技术中心,140,140,8,其他,其他,
内蒙古商务动态,内蒙古商务动态,140,140,8,其他,地方政务,
遵义市企业和企业家联合会,遵义市企业和企业家联合会,140,140,8,其他,地方政务,
晋中市外事办,晋中市外事办,140,140,8,政府机构,地方政务,政务服务
南沙商务发布,南沙商务发布,140,140,8,政府机构,其他,
聊城发改,聊城发改,140,140,8,自媒体/个人,地方政务,
上海长三角科创投资促进会,上海长三角科创投资促进会,140,140,8,其他,地方政务,
蜀道智慧交通集团,蜀道智慧交通集团,140,140,8,其他,社会民生,
保亭新发展,保亭新发展,140,140,8,其他,其他,
时代商业传媒,时代商业传媒,140,140,8,其他,其他,
新法规lib,新法规lib,140,140,8,其他,其他,
国商科创,国商科创,140,140,8,其他,其他,
中国城发会城市经济合作委员会,中国城发会城市经济合作委员会,140,140,8,政府机构,其他,
民商实务研讨,民商实务研讨,140,140,8,其他,其他,
肃南县发展和改革局,肃南县发展和改革局,140,140,8,政府机构,其他,政务服务
高水平开放观研,高水平开放观研,140,140,8,其他,其他,
潍坊营商,潍坊营商,140,140,8,自媒体/个人,地方政务,
海商讲习所,海商讲习所,140,140,8,其他,其他,
开放北京,开放北京,140,140,8,其他,地方政务,
浦东商务,浦东商务,140,140,8,其他,其他,
思考自贸,思考自贸,140,140,8,其他,其他,
清廉长白,清廉长白,217,254,1,政府机构,党建理论,
云岭雄关,云岭雄关,205,212,1,其他,其他,
学说平台,学说平台,288,583,2,媒体平台,其他,资源整合
数字交往,数字交往,283,509,2,其他,其他,
山东省法学会,山东省法学会,246,303,2,其他,学术研究,学术研究
信运e站,信运e站,216,221,1,其他,其他,
永靖政研,永靖政研,142,142,1,其他,其他,
当代经济学基金会,当代经济学基金会,284,724,2,其他,学术研究,
上股交金服,上股交金服,145,145,2,其他,其他,
兰亭智库中心,兰亭智库中心,146,146,2,其他,学术研究,
大连统一战线,大连统一战线,146,147,2,其他,地方政务,
厦门理论在线,厦门理论在线,144,145,2,其他,党建理论,
欧美同学会,欧美同学会,325,332,1,其他,其他,
云南迪庆先锋,云南迪庆先锋,267,274,1,其他,党建理论,
大庆萨尔图,大庆萨尔图,290,305,1,其他,地方政务,
重庆政协,重庆政协,260,331,1,政府机构,地方政务,
郑大学报哲社版,郑大学报哲社版,237,267,2,高校/学术机构,学术研究,学术研究
雪域清风,雪域清风,262,266,1,政府机构,党建理论,
今日海南,今日海南,257,264,1,其他,地方政务,
今晚报,今晚报,142,142,1,媒体平台,社会民生,
自然资源课堂,自然资源课堂,139,139,1,自媒体/个人,其他,资源整合
保马,保马,304,441,2,其他,其他,
知识产权杂志,知识产权杂志,282,631,2,媒体平台,其他,
翁旗掌上12348,翁旗掌上12348,226,237,1,其他,其他,
北马青年,北马青年,248,270,1,其他,党建理论,
问源格物,问源格物,319,902,2,其他,其他,
民教热讯,民教热讯,138,138,2,其他,其他,
蓉江新区发布,蓉江新区发布,295,301,1,政府机构,其他,
写作用典,写作用典,137,137,1,其他,其他,
基层人,基层人,137,137,1,其他,党建理论,
安阳市老龄工作委员会,安阳市老龄工作委员会,137,137,1,政府机构,地方政务,
重庆市渝中区人民法院,重庆市渝中区人民法院,137,137,1,政府机构,地方政务,
临西清风,临西清风,137,137,1,政府机构,党建理论,
北科工研传媒,北科工研传媒,137,137,1,其他,其他,
白求恩国际和平医院,白求恩国际和平医院,137,137,1,其他,其他,
龙津清风,龙津清风,137,137,1,政府机构,党建理论,
中共临夏市纪委,中共临夏市纪委,137,137,1,政府机构,其他,
共青团石城县委,共青团石城县委,137,137,1,政府机构,党建理论,
中公公务员遴选考试,中公公务员遴选考试,137,137,1,其他,其他,
清风正气,清风正气,137,137,1,政府机构,党建理论,
运河清风,运河清风,137,137,1,政府机构,党建理论,
融安图书馆,融安图书馆,137,137,1,其他,文旅国资,
浙江党史,浙江党史,137,137,1,其他,党建理论,
青春东台,青春东台,137,137,1,其他,其他,
晋城发布,晋城发布,137,137,1,政府机构,地方政务,
滨海新区大沽街社区卫生服务中心,滨海新区大沽街社区卫生服务中心,137,137,1,自媒体/个人,社会民生,政务服务
内蒙古女子强制隔离戒毒所,内蒙古女子强制隔离戒毒所,137,137,1,其他,地方政务,
生态徐州,生态徐州,137,137,1,其他,地方政务,
清风话语,清风话语,137,137,1,政府机构,党建理论,
河北省医疗保障局,河北省医疗保障局,137,137,1,政府机构,社会民生,政务服务
辽源女性,辽源女性,137,137,1,其他,地方政务,
广西农业农村厅,广西农业农村厅,137,137,1,其他,地方政务,
郑州卫生健康一点通,郑州卫生健康一点通,137,137,1,其他,社会民生,
投资顺义,投资顺义,137,137,1,其他,其他,
平安亭湖,平安亭湖,137,137,1,其他,其他,
这里是湘潭,这里是湘潭,137,137,1,其他,地方政务,
云浮发布,云浮发布,137,137,1,政府机构,地方政务,
中国石化华东石油局,中国石化华东石油局,137,137,1,政府机构,其他,政务服务
BISTU党员通信站,BISTU党员通信站,137,137,1,其他,党建理论,
包师化学,包师化学,137,137,1,其他,其他,
江苏新闻广播,江苏新闻广播,137,137,1,媒体平台,社会民生,
新野党建,新野党建,137,137,1,其他,党建理论,
清风朗月,清风朗月,137,137,1,政府机构,党建理论,
八冶一建,八冶一建,137,137,1,其他,其他,
初心润微语,初心润微语,137,137,1,其他,党建理论,
聚焦东风,聚焦东风,137,137,1,其他,其他,
郑工组工,郑工组工,137,137,1,其他,其他,
广东体彩,广东体彩,137,137,1,其他,地方政务,
红河州财经学校,红河州财经学校,137,137,1,其他,基础教育,教育
云南监狱,云南监狱,137,137,1,其他,地方政务,
领航资阳机关党建,领航资阳机关党建,137,137,1,政府机构,党建理论,
FTET天擎,FTET天擎,137,137,1,其他,其他,
微略阳,微略阳,137,137,1,其他,其他,
建三江纪委,建三江纪委,137,137,1,政府机构,其他,
重庆交巡警,重庆交巡警,137,137,1,其他,地方政务,
渝工娘家人,渝工娘家人,137,137,1,其他,其他,
皖美青年,皖美青年,137,137,1,其他,党建理论,
大兴街道办,大兴街道办,137,137,1,政府机构,社会民生,政务服务
若羌零距离,若羌零距离,137,137,1,其他,其他,
法学双一流,法学双一流,236,435,2,其他,学术研究,学术研究
齐鲁前哨,齐鲁前哨,242,249,1,其他,其他,
中南财经政法大学,中南财经政法大学,222,227,1,政府机构,学术研究,
公考隔壁班王老师,公考隔壁班王老师,137,137,1,其他,其他,
苍洱夕阳风采,苍洱夕阳风采,137,137,1,其他,其他,
林听新声,林听新声,137,137,1,其他,其他,
石油和化工园区,石油和化工园区,137,137,1,其他,其他,
中国经济新闻网,中国经济新闻网,137,137,1,媒体平台,社会民生,
事业单位考试题库大全,事业单位考试题库大全,137,137,1,其他,其他,
贵德县河西镇人民政府,贵德县河西镇人民政府,137,137,1,政府机构,其他,
生态宝坻,生态宝坻,137,137,1,其他,其他,
内江市总工会,内江市总工会,137,137,1,其他,地方政务,
大象金泰联合党支部,大象金泰联合党支部,137,137,1,其他,其他,
迁西党建,迁西党建,137,137,1,其他,党建理论,
延安实验小学,延安实验小学,137,137,1,其他,基础教育,教育
魅力义安,魅力义安,137,137,1,其他,其他,
六枝特区塔山街道办事处,六枝特区塔山街道办事处,137,137,1,政府机构,社会民生,政务服务
鹤城环保,鹤城环保,137,137,1,其他,其他,
白皮成公,白皮成公,137,137,1,其他,其他,
抚顺新视线,抚顺新视线,137,137,1,其他,地方政务,
国华投资氢能公司,国华投资氢能公司,137,137,1,其他,其他,
乐亭发布,乐亭发布,137,137,1,政府机构,其他,
南昌国资,南昌国资,137,137,1,其他,文旅国资,
健康微湖南,健康微湖南,137,137,1,其他,社会民生,
山电数字创意学院,山电数字创意学院,137,137,1,高校/学术机构,学术研究,
新吴发改,新吴发改,137,137,1,其他,其他,
中建交通江西公司,中建交通江西公司,137,137,1,其他,社会民生,
江苏高管中心党建,江苏高管中心党建,137,137,1,其他,党建理论,
黑龙江科技大学,黑龙江科技大学,137,137,1,高校/学术机构,学术研究,
灵石县融媒体中心,灵石县融媒体中心,137,137,1,其他,其他,
新站镇人民政府,新站镇人民政府,137,137,1,政府机构,其他,
云南商业集团有限公司,云南商业集团有限公司,137,137,1,其他,地方政务,
安徽创优营商环境为企服务平台,安徽创优营商环境为企服务平台,137,137,1,媒体平台,社会民生,政务服务
中国国民党革命委员会,中国国民党革命委员会,137,137,1,政府机构,其他,
河南信华励合,河南信华励合,137,137,1,其他,地方政务,
大连金融资产交易所,大连金融资产交易所,137,137,1,其他,地方政务,
牡丹江仲裁委员会,牡丹江仲裁委员会,137,137,1,政府机构,地方政务,
辽沈晚报,辽沈晚报,137,137,1,媒体平台,社会民生,
北仑发布,北仑发布,137,137,1,政府机构,其他,
松岭公安,松岭公安,137,137,1,其他,其他,
时间指标,时间指标,137,137,1,其他,其他,
财政部,财政部,137,137,1,其他,其他,
呈贡斗南街道,呈贡斗南街道,137,137,1,其他,社会民生,
如东改革,如东改革,137,137,1,其他,其他,
呼和浩特共青团,呼和浩特共青团,137,137,1,其他,党建理论,
朝阳市发展和改革委员会,朝阳市发展和改革委员会,137,137,1,政府机构,地方政务,
老凤清声,老凤清声,137,137,1,其他,其他,
镇赉发布,镇赉发布,137,137,1,政府机构,其他,
中国银保监会,中国银保监会,137,137,1,其他,其他,
文明正定城,文明正定城,137,137,1,其他,文旅国资,
萨拉乌苏发布,萨拉乌苏发布,137,137,1,政府机构,其他,
九江自然资源发布,九江自然资源发布,137,137,1,政府机构,地方政务,资源整合
新风龙江,新风龙江,137,137,1,其他,其他,
四川美术学院图书馆,四川美术学院图书馆,335,934,2,高校/学术机构,学术研究,
传播心理研究,传播心理研究,368,765,2,高校/学术机构,学术研究,学术研究
YGA会计与经济发展研究,YGA会计与经济发展研究,299,676,2,高校/学术机构,学术研究,学术研究
四川大学哲学社会科学学报,四川大学哲学社会科学学报,296,682,2,高校/学术机构,学术研究,学术研究
人文社科观察家,人文社科观察家,246,462,2,高校/学术机构,学术研究,学术研究
山西晋兴资本,山西晋兴资本,137,137,2,其他,地方政务,
大脚观天下,大脚观天下,136,136,2,其他,其他,
桦川印象,桦川印象,136,136,2,其他,其他,
安徽省担保集团,安徽省担保集团,136,136,2,其他,地方政务,
抚顺致公,抚顺致公,136,136,2,其他,地方政务,
微武功,微武功,136,136,2,其他,其他,
F金融,F金融,136,136,2,其他,其他,
陆家嘴沙龙,陆家嘴沙龙,136,136,2,其他,其他,
大连市基金业协会,大连市基金业协会,136,136,2,其他,地方政务,
复旦绿庭新兴金融,复旦绿庭新兴金融,136,136,2,其他,其他,
河北省城市建设投融资协会,河北省城市建设投融资协会,136,136,2,其他,地方政务,
戏乡罗岭,戏乡罗岭,136,136,2,其他,其他,
长沙生态环境,长沙生态环境,136,136,2,其他,地方政务,
宁波机关党建,宁波机关党建,136,136,2,政府机构,党建理论,
上海金浦投资管理有限公司,上海金浦投资管理有限公司,136,136,2,其他,地方政务,
西藏先锋,西藏先锋,136,136,2,其他,党建理论,
深圳上市公司协会订阅号,深圳上市公司协会订阅号,136,136,2,其他,地方政务,
醉在夕阳里,醉在夕阳里,136,136,2,其他,其他,
松岭区古源镇,松岭区古源镇,136,136,2,其他,其他,
中山大学党建,中山大学党建,136,136,2,高校/学术机构,学术研究,
慧珏坊,慧珏坊,136,136,2,自媒体/个人,其他,
非自耕地,非自耕地,136,136,2,其他,其他,
万美资本,万美资本,136,136,2,其他,其他,
小熊说外汇,小熊说外汇,136,136,2,自媒体/个人,其他,
松岭区人民法院,松岭区人民法院,136,136,2,政府机构,其他,
创投孵化器,创投孵化器,136,136,2,其他,其他,
江西医疗保障,江西医疗保障,136,136,2,其他,社会民生,
海流图基金,海流图基金,136,136,2,其他,其他,
北京添鞍,北京添鞍,136,136,2,其他,地方政务,
汉本有道集团,汉本有道集团,136,136,2,其他,其他,
诺众官微,诺众官微,136,136,2,其他,其他,
营口市西市区总工会,营口市西市区总工会,136,136,2,其他,地方政务,
山西资本,山西资本,136,136,2,其他,地方政务,
杭州市上城区商务楼宇协会,杭州市上城区商务楼宇协会,136,136,2,其他,地方政务,
国发产研院,国发产研院,136,136,2,其他,其他,
金谷华夏基金,金谷华夏基金,136,136,2,其他,其他,
Futures说,Futures说,136,136,2,自媒体/个人,其他,
大庆创投孵化器,大庆创投孵化器,136,136,2,其他,地方政务,
大西安产业基金,大西安产业基金,136,136,2,其他,地方政务,
青岛金融研究院,青岛金融研究院,136,136,2,高校/学术机构,学术研究,学术研究
安巢发布,安巢发布,136,136,2,政府机构,其他,
面试热点加油站,面试热点加油站,136,136,2,其他,其他,
科贝众创,科贝众创,136,136,2,其他,其他,
那曲市发展和改革委员会,那曲市发展和改革委员会,136,136,2,政府机构,地方政务,
南京创投孵化器,南京创投孵化器,136,136,2,其他,地方政务,
大参阅,大参阅,136,136,2,其他,其他,
百妙供应链,百妙供应链,136,136,2,其他,其他,
博象资本,博象资本,136,136,2,其他,其他,
准格尔旗矿区生态公司,准格尔旗矿区生态公司,136,136,2,其他,其他,
天香地权农场,天香地权农场,136,136,2,其他,其他,
陕西唐冠中福数字科技有限公司,陕西唐冠中福数字科技有限公司,136,136,2,其他,地方政务,
古韵青墩魅力南莫,古韵青墩魅力南莫,136,136,2,其他,其他,
中医药党建,中医药党建,136,136,2,其他,党建理论,
雍振老师讲面试,雍振老师讲面试,136,136,2,其他,其他,
中品国聚集团,中品国聚集团,136,136,2,其他,其他,
三花之声,三花之声,136,136,2,其他,其他,
进仕堂,进仕堂,136,136,2,自媒体/个人,其他,
河南广电新媒体,河南广电新媒体,136,136,2,其他,地方政务,
松岭区劲松镇,松岭区劲松镇,136,136,2,其他,其他,
中关村产业升级研究院,中关村产业升级研究院,136,136,2,高校/学术机构,学术研究,学术研究
谭天论道,谭天论道,286,492,2,其他,其他,
家事法苑,家事法苑,331,601,2,其他,其他,
中国银行业杂志,中国银行业杂志,358,374,1,媒体平台,其他,
国家金融与发展实验室,国家金融与发展实验室,250,272,1,其他,其他,
钧正平工作室,钧正平工作室,236,244,1,自媒体/个人,其他,
辽宁政法,辽宁政法,236,244,1,政府机构,地方政务,
印象九龙,印象九龙,233,242,1,其他,其他,
中国科学院科苑党建,中国科学院科苑党建,267,272,1,高校/学术机构,学术研究,
从兰州到呼和浩特,从兰州到呼和浩特,336,342,1,其他,地方政务,
中国教科院,中国教科院,412,586,2,其他,其他,
同济环境党支部微share,同济环境党支部微share,231,233,1,其他,其他,
豪爽的范文库,豪爽的范文库,291,301,1,其他,其他,
公共管理学研究,公共管理学研究,286,567,2,高校/学术机构,学术研究,学术研究
区域国别学与跨文化传播,区域国别学与跨文化传播,288,392,2,其他,传统文化,文化传播
法治山东,法治山东,269,343,1,其他,地方政务,
